units,date,store_nbr,item_nbr
32,2014-06-17,37,45
43,2014-06-17,38,9
63,2014-06-17,38,45
3,2014-06-17,39,36
42,2014-06-17,40,5
41,2014-06-17,40,45
25,2014-06-17,41,16
1,2014-06-17,41,61
8,2014-06-17,41,68
9,2014-06-17,41,108
6,2014-06-17,42,5
50,2014-06-17,42,45
32,2014-06-17,43,16
9,2014-06-17,43,37
17,2014-06-17,44,5
3,2014-06-17,44,62
38,2014-06-17,44,68
21,2014-06-17,45,9
1,2014-06-17,45,26
1,2014-06-18,1,9
4,2014-06-18,1,28
5,2014-06-18,1,47
39,2014-06-18,2,5
2,2014-06-18,2,11
125,2014-06-18,2,44
15,2014-06-18,3,2
28,2014-06-18,3,5
54,2014-06-18,3,45
7,2014-06-18,3,109
20,2014-06-18,5,16
13,2014-06-18,5,37
23,2014-06-18,6,9
42,2014-06-18,6,45
66,2014-06-18,7,5
1,2014-06-18,7,7
34,2014-06-18,7,23
31,2014-06-18,7,95
10,2014-06-18,8,5
12,2014-06-18,8,23
1,2014-06-18,8,59
43,2014-06-18,9,5
50,2014-06-18,9,45
47,2014-06-18,10,5
1,2014-06-18,10,37
28,2014-06-18,11,9
1,2014-06-18,11,61
18,2014-06-18,11,68
27,2014-06-18,12,16
18,2014-06-18,12,37
18,2014-06-18,13,5
51,2014-06-18,13,36
10,2014-06-18,14,25
29,2014-06-18,15,5
48,2014-06-18,15,45
11,2014-06-18,16,16
76,2014-06-18,16,25
1,2014-06-18,16,77
54,2014-06-18,17,9
49,2014-06-18,17,37
12,2014-06-18,18,5
8,2014-06-18,18,37
11,2014-06-18,19,16
2,2014-06-18,19,83
20,2014-06-18,20,5
35,2014-06-18,20,41
1,2014-06-18,20,74
21,2014-06-18,21,5
70,2014-06-18,21,44
1,2014-06-18,21,91
9,2014-06-18,21,109
44,2014-06-18,22,9
1,2014-06-18,22,54
26,2014-06-18,22,68
15,2014-06-18,23,5
29,2014-06-18,23,45
54,2014-06-18,25,9
62,2014-06-18,25,45
2,2014-06-18,26,2
26,2014-06-18,26,5
33,2014-06-18,26,45
37,2014-06-18,27,9
16,2014-06-18,27,68
2,2014-06-18,28,2
7,2014-06-18,28,5
48,2014-06-18,28,45
22,2014-06-18,29,8
21,2014-06-18,29,41
49,2014-06-18,29,45
42,2014-06-18,31,9
67,2014-06-18,31,45
23,2014-06-18,32,9
35,2014-06-18,32,45
1,2014-06-18,32,58
65,2014-06-18,33,9
154,2014-06-18,33,44
53,2014-06-18,34,9
53,2014-06-18,34,45
19,2014-06-18,35,16
17,2014-06-18,35,66
2,2014-06-18,36,1
23,2014-06-18,36,9
1,2014-06-18,36,30
41,2014-06-18,36,44
14,2014-06-18,37,5
5,2014-06-18,37,38
37,2014-06-18,37,45
8,2014-06-18,37,104
44,2014-06-18,38,9
81,2014-06-18,38,45
5,2014-06-18,39,36
24,2014-06-18,40,5
44,2014-06-18,40,45
21,2014-06-18,41,16
16,2014-06-18,41,68
2,2014-06-18,41,108
46,2014-06-18,42,5
66,2014-06-18,42,45
32,2014-06-18,43,16
11,2014-06-18,43,37
9,2014-06-18,44,5
29,2014-06-18,44,68
3,2014-06-18,45,4
19,2014-06-18,45,9
4,2014-06-18,45,26
4,2014-06-19,1,9
4,2014-06-19,1,28
7,2014-06-19,1,47
44,2014-06-19,2,5
163,2014-06-19,2,44
1,2014-06-19,3,2
21,2014-06-19,3,5
61,2014-06-19,3,45
2,2014-06-19,3,109
20,2014-06-19,5,16
5,2014-06-19,5,37
55,2014-06-19,6,9
64,2014-06-19,6,45
2,2014-06-19,6,107
31,2014-06-19,7,5
26,2014-06-19,7,23
37,2014-06-19,7,95
14,2014-06-19,8,5
13,2014-06-19,8,23
64,2014-06-19,9,5
44,2014-06-19,9,45
17,2014-06-19,10,5
14,2014-06-19,10,37
38,2014-06-19,11,9
16,2014-06-19,11,68
19,2014-06-19,12,16
17,2014-06-19,12,37
25,2014-06-19,13,5
49,2014-06-19,13,36
9,2014-06-19,14,25
42,2014-06-19,15,5
56,2014-06-19,15,45
16,2014-06-19,16,16
84,2014-06-19,16,25
1,2014-06-19,16,64
1,2014-06-19,16,77
4,2014-06-19,18,5
14,2014-06-19,18,37
7,2014-06-19,19,16
2,2014-06-19,19,83
73,2014-06-19,20,5
23,2014-06-19,20,41
1,2014-06-19,20,74
82,2014-06-19,21,5
62,2014-06-19,21,44
5,2014-06-19,21,109
33,2014-06-19,22,9
29,2014-06-19,22,68
12,2014-06-19,23,5
32,2014-06-19,23,45
1,2014-06-19,23,56
46,2014-06-19,25,9
60,2014-06-19,25,45
29,2014-06-19,26,5
43,2014-06-19,26,45
22,2014-06-19,27,9
20,2014-06-19,27,68
2,2014-06-19,28,2
22,2014-06-19,28,5
33,2014-06-19,28,45
28,2014-06-19,29,8
22,2014-06-19,29,41
34,2014-06-19,29,45
42,2014-06-19,31,9
70,2014-06-19,31,45
48,2014-06-19,32,9
35,2014-06-19,32,45
31,2014-06-19,33,9
207,2014-06-19,33,44
1,2014-06-19,33,92
24,2014-06-19,34,9
2,2014-06-19,34,31
66,2014-06-19,34,45
14,2014-06-19,35,16
11,2014-06-19,35,66
1,2014-06-19,36,1
7,2014-06-19,36,9
34,2014-06-19,36,44
15,2014-06-19,37,5
3,2014-06-19,37,38
47,2014-06-19,37,45
25,2014-06-19,38,9
67,2014-06-19,38,45
2,2014-06-19,39,9
10,2014-06-19,39,36
1,2014-06-19,39,103
29,2014-06-19,40,5
50,2014-06-19,40,45
2,2014-06-19,40,55
33,2014-06-19,41,16
10,2014-06-19,41,68
8,2014-06-19,41,108
14,2014-06-19,42,5
50,2014-06-19,42,45
1,2014-06-19,42,82
20,2014-06-19,43,16
9,2014-06-19,43,37
18,2014-06-19,44,5
1,2014-06-19,44,62
28,2014-06-19,44,68
13,2014-06-19,45,9
1,2014-06-19,45,22
12,2014-06-20,1,9
8,2014-06-20,1,28
10,2014-06-20,1,47
7,2014-06-20,3,2
22,2014-06-20,3,5
45,2014-06-20,3,45
2,2014-06-20,3,109
23,2014-06-20,5,16
10,2014-06-20,5,37
51,2014-06-20,7,5
25,2014-06-20,7,23
43,2014-06-20,7,95
8,2014-06-20,8,5
10,2014-06-20,8,23
44,2014-06-20,9,5
78,2014-06-20,9,45
63,2014-06-20,10,5
26,2014-06-20,10,37
39,2014-06-20,11,9
9,2014-06-20,11,68
2,2014-06-20,11,110
25,2014-06-20,12,16
19,2014-06-20,12,37
26,2014-06-20,13,5
58,2014-06-20,13,36
2,2014-06-20,14,25
40,2014-06-20,15,5
66,2014-06-20,15,45
13,2014-06-20,16,16
112,2014-06-20,16,25
5,2014-06-20,16,64
1,2014-06-20,16,77
15,2014-06-20,18,5
7,2014-06-20,18,37
12,2014-06-20,19,16
4,2014-06-20,19,75
1,2014-06-20,19,83
63,2014-06-20,20,5
27,2014-06-20,20,41
12,2014-06-20,21,5
63,2014-06-20,21,44
3,2014-06-20,21,109
34,2014-06-20,22,9
1,2014-06-20,22,54
17,2014-06-20,22,68
1,2014-06-20,22,104
42,2014-06-20,23,5
37,2014-06-20,23,45
36,2014-06-20,25,9
69,2014-06-20,25,45
1,2014-06-20,26,2
21,2014-06-20,26,5
42,2014-06-20,26,45
42,2014-06-20,27,9
14,2014-06-20,27,68
2,2014-06-20,28,2
5,2014-06-20,28,5
42,2014-06-20,28,45
29,2014-06-20,29,8
24,2014-06-20,29,41
49,2014-06-20,29,45
1,2014-06-20,29,56
35,2014-06-20,31,9
84,2014-06-20,31,45
25,2014-06-20,32,9
47,2014-06-20,32,45
1,2014-06-20,32,58
66,2014-06-20,33,9
205,2014-06-20,33,44
2,2014-06-20,33,92
26,2014-06-20,34,9
79,2014-06-20,34,45
16,2014-06-20,35,16
10,2014-06-20,35,66
3,2014-06-20,36,1
8,2014-06-20,36,9
3,2014-06-20,36,30
86,2014-06-20,36,44
19,2014-06-20,37,5
7,2014-06-20,37,38
32,2014-06-20,37,45
2,2014-06-20,37,104
1,2014-06-20,39,9
8,2014-06-20,39,36
59,2014-06-20,40,5
47,2014-06-20,40,45
28,2014-06-20,41,16
14,2014-06-20,41,68
10,2014-06-20,41,108
33,2014-06-20,43,16
18,2014-06-20,43,37
46,2014-06-20,44,5
39,2014-06-20,44,68
13,2014-06-20,45,9
2,2014-06-20,45,26
11,2014-06-21,1,9
4,2014-06-21,1,28
10,2014-06-21,1,47
4,2014-06-21,3,2
38,2014-06-21,3,5
42,2014-06-21,3,45
2,2014-06-21,3,109
36,2014-06-21,5,16
13,2014-06-21,5,37
86,2014-06-21,7,5
2,2014-06-21,7,7
20,2014-06-21,7,23
55,2014-06-21,7,95
9,2014-06-21,8,5
18,2014-06-21,8,23
46,2014-06-21,9,5
1,2014-06-21,9,10
67,2014-06-21,9,45
63,2014-06-21,10,5
11,2014-06-21,10,37
55,2014-06-21,11,9
26,2014-06-21,11,68
16,2014-06-21,11,110
39,2014-06-21,12,16
25,2014-06-21,12,37
31,2014-06-21,13,5
75,2014-06-21,13,36
1,2014-06-21,14,25
76,2014-06-21,15,5
81,2014-06-21,15,45
2,2014-06-21,15,61
17,2014-06-21,16,16
162,2014-06-21,16,25
1,2014-06-21,16,64
20,2014-06-21,18,5
12,2014-06-21,18,37
18,2014-06-21,19,16
10,2014-06-21,19,83
59,2014-06-21,20,5
27,2014-06-21,20,41
34,2014-06-21,21,5
56,2014-06-21,21,44
2,2014-06-21,21,109
36,2014-06-21,22,9
1,2014-06-21,22,54
27,2014-06-21,22,68
22,2014-06-21,23,5
31,2014-06-21,23,45
2,2014-06-21,23,56
128,2014-06-21,25,9
2,2014-06-21,25,12
73,2014-06-21,25,45
1,2014-06-21,26,2
21,2014-06-21,26,5
40,2014-06-21,26,45
47,2014-06-21,27,9
29,2014-06-21,27,68
15,2014-06-21,28,5
37,2014-06-21,28,45
15,2014-06-21,29,8
15,2014-06-21,29,41
70,2014-06-21,29,45
20,2014-06-21,30,16
57,2014-06-21,30,44
29,2014-06-21,31,9
87,2014-06-21,31,45
46,2014-06-21,32,9
30,2014-06-21,32,45
75,2014-06-21,33,9
173,2014-06-21,33,44
2,2014-06-21,33,92
36,2014-06-21,34,9
2,2014-06-21,34,31
57,2014-06-21,34,45
19,2014-06-21,35,16
2,2014-06-21,35,63
11,2014-06-21,35,66
2,2014-06-21,36,1
22,2014-06-21,36,9
1,2014-06-21,36,30
39,2014-06-21,36,44
30,2014-06-21,37,5
9,2014-06-21,37,38
34,2014-06-21,37,45
1,2014-06-21,37,104
12,2014-06-21,39,9
24,2014-06-21,39,36
3,2014-06-21,39,103
25,2014-06-21,40,5
59,2014-06-21,40,45
31,2014-06-21,41,16
2,2014-06-21,41,61
13,2014-06-21,41,68
15,2014-06-21,41,108
26,2014-06-21,43,16
15,2014-06-21,43,37
34,2014-06-21,44,5
5,2014-06-21,44,62
56,2014-06-21,44,68
2,2014-06-21,44,105
4,2014-06-21,45,9
2,2014-06-21,45,26
17,2014-06-22,1,9
4,2014-06-22,1,28
12,2014-06-22,1,47
32,2014-06-22,3,5
58,2014-06-22,3,45
4,2014-06-22,3,109
39,2014-06-22,5,16
16,2014-06-22,5,37
57,2014-06-22,7,5
37,2014-06-22,7,23
45,2014-06-22,7,95
8,2014-06-22,8,5
14,2014-06-22,8,23
1,2014-06-22,8,100
59,2014-06-22,9,5
71,2014-06-22,9,45
125,2014-06-22,10,5
26,2014-06-22,10,37
25,2014-06-22,11,9
34,2014-06-22,11,68
29,2014-06-22,12,16
18,2014-06-22,12,37
55,2014-06-22,13,5
101,2014-06-22,13,36
13,2014-06-22,14,25
37,2014-06-22,15,5
75,2014-06-22,15,45
1,2014-06-22,15,61
22,2014-06-22,16,16
220,2014-06-22,16,25
3,2014-06-22,16,64
4,2014-06-22,16,77
15,2014-06-22,18,5
15,2014-06-22,18,37
48,2014-06-22,20,5
22,2014-06-22,20,41
49,2014-06-22,21,5
61,2014-06-22,21,44
44,2014-06-22,22,9
1,2014-06-22,22,54
23,2014-06-22,22,68
38,2014-06-22,23,5
48,2014-06-22,23,45
1,2014-06-22,23,56
86,2014-06-22,25,9
5,2014-06-22,25,12
75,2014-06-22,25,45
7,2014-06-22,26,2
35,2014-06-22,26,5
47,2014-06-22,26,45
48,2014-06-22,27,9
18,2014-06-22,27,68
2,2014-06-22,28,2
31,2014-06-22,28,5
51,2014-06-22,28,45
25,2014-06-22,29,8
30,2014-06-22,29,41
47,2014-06-22,29,45
14,2014-06-22,30,16
81,2014-06-22,30,44
1,2014-06-22,30,65
60,2014-06-22,31,9
109,2014-06-22,31,45
1,2014-06-22,31,98
55,2014-06-22,32,9
67,2014-06-22,32,45
135,2014-06-22,33,9
214,2014-06-22,33,44
1,2014-06-22,33,92
47,2014-06-22,34,9
1,2014-06-22,34,31
101,2014-06-22,34,45
14,2014-06-22,35,16
18,2014-06-22,35,66
2,2014-06-22,36,1
27,2014-06-22,36,9
1,2014-06-22,36,30
44,2014-06-22,36,44
50,2014-06-22,37,5
4,2014-06-22,37,38
42,2014-06-22,37,45
6,2014-06-22,37,104
3,2014-06-22,39,36
51,2014-06-22,40,5
58,2014-06-22,40,45
1,2014-06-22,40,55
28,2014-06-22,41,16
2,2014-06-22,41,61
19,2014-06-22,41,68
10,2014-06-22,41,108
46,2014-06-22,43,16
14,2014-06-22,43,37
53,2014-06-22,44,5
4,2014-06-22,44,62
62,2014-06-22,44,68
14,2014-06-22,45,9
1,2014-06-22,45,22
12,2014-06-23,1,9
5,2014-06-23,1,28
9,2014-06-23,1,47
1,2014-06-23,3,2
71,2014-06-23,3,5
73,2014-06-23,3,45
4,2014-06-23,3,109
114,2014-06-23,4,9
22,2014-06-23,4,27
33,2014-06-23,5,16
12,2014-06-23,5,37
55,2014-06-23,7,5
2,2014-06-23,7,7
27,2014-06-23,7,23
45,2014-06-23,7,95
6,2014-06-23,8,5
15,2014-06-23,8,23
22,2014-06-23,9,5
3,2014-06-23,9,10
51,2014-06-23,9,45
25,2014-06-23,10,5
13,2014-06-23,10,37
44,2014-06-23,11,9
18,2014-06-23,11,68
21,2014-06-23,12,16
17,2014-06-23,12,37
15,2014-06-23,13,5
84,2014-06-23,13,36
59,2014-06-23,15,5
49,2014-06-23,15,45
1,2014-06-23,15,61
16,2014-06-23,16,16
144,2014-06-23,16,25
5,2014-06-23,16,64
25,2014-06-23,18,5
17,2014-06-23,18,37
1,2014-06-23,18,57
101,2014-06-23,20,5
19,2014-06-23,20,41
1,2014-06-23,20,74
52,2014-06-23,21,5
73,2014-06-23,21,44
10,2014-06-23,21,109
45,2014-06-23,22,9
28,2014-06-23,22,68
42,2014-06-23,23,5
42,2014-06-23,23,45
6,2014-06-23,23,56
13,2014-06-23,24,6
44,2014-06-23,24,43
101,2014-06-23,25,9
2,2014-06-23,25,12
67,2014-06-23,25,45
3,2014-06-23,26,2
18,2014-06-23,26,5
40,2014-06-23,26,45
38,2014-06-23,27,9
17,2014-06-23,27,68
1,2014-06-23,27,80
4,2014-06-23,28,2
44,2014-06-23,28,5
51,2014-06-23,28,45
53,2014-06-23,29,8
26,2014-06-23,29,41
71,2014-06-23,29,45
14,2014-06-23,30,16
70,2014-06-23,30,44
28,2014-06-23,31,9
94,2014-06-23,31,45
42,2014-06-23,32,9
40,2014-06-23,32,45
98,2014-06-23,33,9
252,2014-06-23,33,44
85,2014-06-23,34,9
80,2014-06-23,34,45
15,2014-06-23,35,16
18,2014-06-23,35,66
1,2014-06-23,36,1
30,2014-06-23,36,9
42,2014-06-23,36,44
26,2014-06-23,37,5
5,2014-06-23,37,38
40,2014-06-23,37,45
1,2014-06-23,37,53
2,2014-06-23,37,104
3,2014-06-23,39,9
8,2014-06-23,39,36
22,2014-06-23,40,5
48,2014-06-23,40,45
29,2014-06-23,41,16
2,2014-06-23,41,61
16,2014-06-23,41,68
10,2014-06-23,41,108
25,2014-06-23,43,16
13,2014-06-23,43,37
33,2014-06-23,44,5
25,2014-06-23,44,68
9,2014-06-24,1,9
5,2014-06-24,1,28
12,2014-06-24,1,47
1,2014-06-24,3,2
31,2014-06-24,3,5
38,2014-06-24,3,45
8,2014-06-24,3,109
154,2014-06-24,4,9
11,2014-06-24,4,27
18,2014-06-24,5,16
4,2014-06-24,5,32
14,2014-06-24,5,37
11,2014-06-24,7,5
16,2014-06-24,7,23
29,2014-06-24,7,95
14,2014-06-24,8,5
10,2014-06-24,8,23
4,2014-06-24,8,100
29,2014-06-24,9,5
1,2014-06-24,9,10
66,2014-06-24,9,45
22,2014-06-24,10,5
20,2014-06-24,10,37
38,2014-06-24,11,9
22,2014-06-24,11,68
25,2014-06-24,12,16
17,2014-06-24,12,37
71,2014-06-24,13,5
62,2014-06-24,13,36
29,2014-06-24,15,5
34,2014-06-24,15,45
16,2014-06-24,16,16
121,2014-06-24,16,25
4,2014-06-24,16,64
8,2014-06-24,18,5
8,2014-06-24,18,37
62,2014-06-24,20,5
18,2014-06-24,20,41
2,2014-06-24,20,74
24,2014-06-24,21,5
64,2014-06-24,21,44
1,2014-06-24,21,91
8,2014-06-24,21,109
52,2014-06-24,22,9
14,2014-06-24,22,68
8,2014-06-24,23,5
37,2014-06-24,23,45
11,2014-06-24,24,6
33,2014-06-24,24,43
35,2014-06-24,25,9
1,2014-06-24,25,12
80,2014-06-24,25,45
1,2014-06-24,26,2
24,2014-06-24,26,5
50,2014-06-24,26,45
69,2014-06-24,27,9
18,2014-06-24,27,68
58,2014-06-24,28,5
41,2014-06-24,28,45
28,2014-06-24,29,8
6,2014-06-24,29,41
96,2014-06-24,29,45
10,2014-06-24,30,16
54,2014-06-24,30,44
1,2014-06-24,30,65
52,2014-06-24,31,9
73,2014-06-24,31,45
1,2014-06-24,31,98
50,2014-06-24,32,9
52,2014-06-24,32,45
73,2014-06-24,33,9
182,2014-06-24,33,44
30,2014-06-24,34,9
1,2014-06-24,34,31
56,2014-06-24,34,45
15,2014-06-24,35,16
3,2014-06-24,35,66
2,2014-06-24,36,1
27,2014-06-24,36,9
38,2014-06-24,36,44
31,2014-06-24,37,5
3,2014-06-24,37,38
41,2014-06-24,37,45
2,2014-06-24,39,9
6,2014-06-24,39,36
1,2014-06-24,39,103
26,2014-06-24,40,5
41,2014-06-24,40,45
28,2014-06-24,41,16
24,2014-06-24,41,68
8,2014-06-24,41,108
21,2014-06-24,43,16
8,2014-06-24,43,37
37,2014-06-24,44,5
1,2014-06-24,44,62
27,2014-06-24,44,68
5,2014-06-25,1,9
4,2014-06-25,1,28
7,2014-06-25,1,47
4,2014-06-25,3,2
55,2014-06-25,3,5
36,2014-06-25,3,45
3,2014-06-25,3,109
32,2014-06-25,5,16
6,2014-06-25,5,37
39,2014-06-25,7,5
4,2014-06-25,7,7
25,2014-06-25,7,23
41,2014-06-25,7,95
10,2014-06-25,8,5
7,2014-06-25,8,23
1,2014-06-25,8,59
31,2014-06-25,9,5
44,2014-06-25,9,45
18,2014-06-25,10,5
11,2014-06-25,10,37
26,2014-06-25,11,9
19,2014-06-25,11,68
28,2014-06-25,12,16
17,2014-06-25,12,37
56,2014-06-25,13,5
56,2014-06-25,13,36
1,2014-06-25,13,104
23,2014-06-25,15,5
41,2014-06-25,15,45
15,2014-06-25,16,16
130,2014-06-25,16,25
3,2014-06-25,16,64
3,2014-06-25,18,5
7,2014-06-25,18,37
27,2014-06-25,20,5
11,2014-06-25,20,41
2,2014-06-25,20,74
29,2014-06-25,21,5
67,2014-06-25,21,44
2,2014-06-25,21,91
1,2014-06-25,21,109
50,2014-06-25,22,9
3,2014-06-25,22,54
27,2014-06-25,22,68
4,2014-06-25,22,78
25,2014-06-25,23,5
48,2014-06-25,23,45
39,2014-06-25,25,9
56,2014-06-25,25,45
22,2014-06-25,26,5
62,2014-06-25,26,45
14,2014-06-25,27,9
21,2014-06-25,27,68
3,2014-06-25,27,80
2,2014-06-25,28,2
26,2014-06-25,28,5
46,2014-06-25,28,45
38,2014-06-25,29,8
28,2014-06-25,29,41
61,2014-06-25,29,45
13,2014-06-25,30,16
58,2014-06-25,30,44
36,2014-06-25,31,9
74,2014-06-25,31,45
17,2014-06-25,32,9
18,2014-06-25,32,45
4,2014-06-25,32,58
45,2014-06-25,33,9
142,2014-06-25,33,44
1,2014-06-25,33,92
61,2014-06-25,34,9
77,2014-06-25,34,45
13,2014-06-25,35,16
25,2014-06-25,35,66
46,2014-06-25,36,9
41,2014-06-25,36,44
20,2014-06-25,37,5
5,2014-06-25,37,38
26,2014-06-25,37,45
6,2014-06-25,39,36
21,2014-06-25,40,5
45,2014-06-25,40,45
1,2014-06-25,40,55
1,2014-06-25,40,106
25,2014-06-25,41,16
21,2014-06-25,41,68
3,2014-06-25,41,108
18,2014-06-25,43,16
10,2014-06-25,43,37
40,2014-06-25,44,5
2,2014-06-25,44,62
41,2014-06-25,44,68
5,2014-06-26,1,9
4,2014-06-26,1,28
12,2014-06-26,1,47
1,2014-06-26,3,2
30,2014-06-26,3,5
47,2014-06-26,3,45
2,2014-06-26,3,109
22,2014-06-26,5,16
15,2014-06-26,5,37
66,2014-06-26,7,5
24,2014-06-26,7,23
28,2014-06-26,7,95
10,2014-06-26,8,5
5,2014-06-26,8,23
1,2014-06-26,8,59
2,2014-06-26,8,100
44,2014-06-26,9,5
50,2014-06-26,9,45
82,2014-06-26,10,5
18,2014-06-26,10,37
28,2014-06-26,11,9
22,2014-06-26,11,68
3,2014-06-26,11,110
17,2014-06-26,12,16
13,2014-06-26,12,37
51,2014-06-26,13,5
65,2014-06-26,13,36
1,2014-06-26,13,104
35,2014-06-26,15,5
52,2014-06-26,15,45
10,2014-06-26,16,16
95,2014-06-26,16,25
3,2014-06-26,16,64
3,2014-06-26,16,77
65,2014-06-26,17,9
34,2014-06-26,17,37
5,2014-06-26,18,5
6,2014-06-26,18,37
1,2014-06-26,18,57
72,2014-06-26,20,5
9,2014-06-26,20,41
25,2014-06-26,21,5
43,2014-06-26,21,44
2,2014-06-26,21,109
33,2014-06-26,22,9
1,2014-06-26,22,54
32,2014-06-26,22,68
3,2014-06-26,22,78
22,2014-06-26,23,5
27,2014-06-26,23,45
65,2014-06-26,25,9
72,2014-06-26,25,45
3,2014-06-26,26,2
41,2014-06-26,26,5
40,2014-06-26,26,45
7,2014-06-26,27,9
7,2014-06-26,27,68
2,2014-06-26,28,2
25,2014-06-26,28,5
28,2014-06-26,28,45
25,2014-06-26,29,8
11,2014-06-26,29,41
42,2014-06-26,29,45
16,2014-06-26,30,16
79,2014-06-26,30,44
30,2014-06-26,31,9
82,2014-06-26,31,45
2,2014-06-26,31,98
41,2014-06-26,32,9
35,2014-06-26,32,45
49,2014-06-26,33,9
222,2014-06-26,33,44
16,2014-06-26,34,9
52,2014-06-26,34,45
18,2014-06-26,35,16
5,2014-06-26,35,63
17,2014-06-26,35,66
2,2014-06-26,36,1
1,2014-06-26,36,9
1,2014-06-26,36,30
37,2014-06-26,36,44
31,2014-06-26,37,5
6,2014-06-26,37,38
18,2014-06-26,37,45
10,2014-06-26,39,36
45,2014-06-26,40,5
44,2014-06-26,40,45
2,2014-06-26,40,106
31,2014-06-26,41,16
1,2014-06-26,41,61
30,2014-06-26,41,68
7,2014-06-26,41,108
25,2014-06-26,43,16
13,2014-06-26,43,37
1,2014-06-26,43,105
24,2014-06-26,44,5
40,2014-06-26,44,68
6,2014-06-27,1,9
8,2014-06-27,1,28
11,2014-06-27,1,47
79,2014-06-27,2,5
1,2014-06-27,2,11
123,2014-06-27,2,44
17,2014-06-27,3,5
44,2014-06-27,3,45
3,2014-06-27,3,109
27,2014-06-27,5,16
11,2014-06-27,5,37
6,2014-06-27,6,9
67,2014-06-27,6,45
2,2014-06-27,6,107
44,2014-06-27,7,5
2,2014-06-27,7,7
24,2014-06-27,7,23
55,2014-06-27,7,95
31,2014-06-27,8,5
23,2014-06-27,8,23
1,2014-06-27,8,59
15,2014-06-27,9,5
60,2014-06-27,9,45
39,2014-06-27,10,5
16,2014-06-27,10,37
13,2014-06-27,11,9
42,2014-06-27,11,68
22,2014-06-27,12,16
17,2014-06-27,12,37
65,2014-06-27,13,5
61,2014-06-27,13,36
41,2014-06-27,15,5
61,2014-06-27,15,45
1,2014-06-27,15,86
25,2014-06-27,16,16
143,2014-06-27,16,25
2,2014-06-27,16,64
100,2014-06-27,17,9
42,2014-06-27,17,37
17,2014-06-27,18,5
11,2014-06-27,18,37
2,2014-06-27,18,57
77,2014-06-27,20,5
13,2014-06-27,20,41
1,2014-06-27,20,74
16,2014-06-27,21,5
74,2014-06-27,21,44
9,2014-06-27,21,109
16,2014-06-27,22,9
1,2014-06-27,22,54
63,2014-06-27,22,68
1,2014-06-27,22,78
10,2014-06-27,23,5
22,2014-06-27,23,45
1,2014-06-27,23,56
35,2014-06-27,25,9
73,2014-06-27,25,45
3,2014-06-27,26,2
10,2014-06-27,26,5
40,2014-06-27,26,45
28,2014-06-27,27,9
14,2014-06-27,27,68
10,2014-06-27,28,5
42,2014-06-27,28,45
19,2014-06-27,29,8
14,2014-06-27,29,41
74,2014-06-27,29,45
11,2014-06-27,30,16
57,2014-06-27,30,44
93,2014-06-27,31,9
105,2014-06-27,31,45
1,2014-06-27,31,98
54,2014-06-27,32,9
30,2014-06-27,32,45
1,2014-06-27,32,58
49,2014-06-27,33,9
174,2014-06-27,33,44
25,2014-06-27,34,9
50,2014-06-27,34,45
24,2014-06-27,35,16
12,2014-06-27,35,66
12,2014-06-27,36,9
50,2014-06-27,36,44
40,2014-06-27,37,5
5,2014-06-27,37,38
37,2014-06-27,37,45
45,2014-06-27,38,9
91,2014-06-27,38,45
2,2014-06-27,39,9
8,2014-06-27,39,36
47,2014-06-27,40,5
64,2014-06-27,40,45
1,2014-06-27,40,106
24,2014-06-27,41,16
22,2014-06-27,41,68
8,2014-06-27,41,108
7,2014-06-27,42,5
52,2014-06-27,42,45
35,2014-06-27,43,16
16,2014-06-27,43,37
1,2014-06-27,43,73
28,2014-06-27,44,5
29,2014-06-27,44,68
56,2014-06-28,1,9
5,2014-06-28,1,28
4,2014-06-28,1,47
1,2014-06-28,1,99
29,2014-06-28,2,5
153,2014-06-28,2,44
76,2014-06-28,3,5
64,2014-06-28,3,45
1,2014-06-28,3,102
7,2014-06-28,3,109
31,2014-06-28,5,16
12,2014-06-28,5,37
21,2014-06-28,6,9
68,2014-06-28,6,45
44,2014-06-28,7,5
2,2014-06-28,7,7
43,2014-06-28,7,23
43,2014-06-28,7,95
7,2014-06-28,8,5
19,2014-06-28,8,23
1,2014-06-28,8,59
1,2014-06-28,8,100
76,2014-06-28,9,5
57,2014-06-28,9,45
71,2014-06-28,10,5
19,2014-06-28,10,37
9,2014-06-28,11,9
30,2014-06-28,11,68
41,2014-06-28,12,16
25,2014-06-28,12,37
81,2014-06-28,13,5
59,2014-06-28,13,36
1,2014-06-28,13,104
57,2014-06-28,15,5
75,2014-06-28,15,45
1,2014-06-28,15,61
29,2014-06-28,16,16
150,2014-06-28,16,25
2,2014-06-28,16,64
1,2014-06-28,16,77
86,2014-06-28,17,9
30,2014-06-28,17,37
5,2014-06-28,18,5
14,2014-06-28,18,37
37,2014-06-28,20,5
21,2014-06-28,20,41
3,2014-06-28,20,74
2,2014-06-28,20,106
20,2014-06-28,21,5
86,2014-06-28,21,44
5,2014-06-28,21,109
56,2014-06-28,22,9
32,2014-06-28,22,68
2,2014-06-28,22,78
24,2014-06-28,23,5
50,2014-06-28,23,45
3,2014-06-28,23,56
68,2014-06-28,25,9
74,2014-06-28,25,45
3,2014-06-28,26,2
37,2014-06-28,26,5
40,2014-06-28,26,45
46,2014-06-28,27,9
36,2014-06-28,27,68
21,2014-06-28,28,5
56,2014-06-28,28,45
37,2014-06-28,29,8
16,2014-06-28,29,41
49,2014-06-28,29,45
15,2014-06-28,30,16
