units,date,store_nbr,item_nbr,station
47,2014-06-10,28,45,7
66,2014-06-10,29,8,3
39,2014-06-10,29,41,3
82,2014-06-10,29,45,3
15,2014-06-10,30,16,19
68,2014-06-10,30,44,19
53,2014-06-10,31,9,17
76,2014-06-10,31,45,17
1,2014-06-10,31,104,17
54,2014-06-10,32,9,13
43,2014-06-10,32,45,13
202,2014-06-10,33,9,3
283,2014-06-10,33,44,3
1,2014-06-10,33,92,3
104,2014-06-10,34,9,17
94,2014-06-10,34,45,17
16,2014-06-10,35,16,5
17,2014-06-10,35,66,5
22,2014-06-10,36,9,18
45,2014-06-10,36,44,18
36,2014-06-10,37,5,13
4,2014-06-10,37,38,13
30,2014-06-10,37,45,13
1,2014-06-10,39,9,8
7,2014-06-10,39,36,8
20,2014-06-10,40,5,13
47,2014-06-10,40,45,13
39,2014-06-10,41,16,12
24,2014-06-10,41,68,12
15,2014-06-10,41,108,12
43,2014-06-10,44,5,12
40,2014-06-10,44,68,12
2,2014-06-10,45,9,16
3,2014-06-10,45,22,16
1,2014-06-10,45,26,16
9,2014-06-11,1,9,1
3,2014-06-11,1,28,1
6,2014-06-11,1,47,1
4,2014-06-11,3,2,7
44,2014-06-11,3,5,7
44,2014-06-11,3,45,7
25,2014-06-11,5,16,12
7,2014-06-11,5,37,12
27,2014-06-11,9,5,17
52,2014-06-11,9,45,17
65,2014-06-11,10,5,12
12,2014-06-11,10,37,12
32,2014-06-11,11,9,10
29,2014-06-11,11,68,10
27,2014-06-11,12,16,11
9,2014-06-11,12,37,11
3,2014-06-11,12,79,11
8,2014-06-11,14,25,16
36,2014-06-11,15,5,13
51,2014-06-11,15,45,13
29,2014-06-11,16,16,2
140,2014-06-11,16,25,2
1,2014-06-11,16,77,2
181,2014-06-11,17,9,20
89,2014-06-11,17,37,20
6,2014-06-11,18,5,17
2,2014-06-11,18,37,17
11,2014-06-11,19,16,15
7,2014-06-11,19,83,15
32,2014-06-11,20,5,7
29,2014-06-11,20,41,7
59,2014-06-11,21,5,3
69,2014-06-11,21,44,3
3,2014-06-11,21,109,3
76,2014-06-11,22,9,10
1,2014-06-11,22,54,10
20,2014-06-11,22,68,10
19,2014-06-11,23,5,17
36,2014-06-11,23,45,17
2,2014-06-11,23,56,17
50,2014-06-11,25,9,13
46,2014-06-11,25,45,13
8,2014-06-11,26,2,17
18,2014-06-11,26,5,17
62,2014-06-11,26,45,17
33,2014-06-11,27,9,10
6,2014-06-11,27,68,10
4,2014-06-11,28,2,7
30,2014-06-11,28,5,7
56,2014-06-11,28,45,7
24,2014-06-11,29,8,3
27,2014-06-11,29,41,3
57,2014-06-11,29,45,3
2,2014-06-11,29,56,3
40,2014-06-11,30,16,19
67,2014-06-11,30,44,19
79,2014-06-11,31,9,17
69,2014-06-11,31,45,17
2,2014-06-11,31,104,17
16,2014-06-11,32,9,13
29,2014-06-11,32,45,13
1,2014-06-11,32,58,13
107,2014-06-11,33,9,3
178,2014-06-11,33,44,3
68,2014-06-11,34,9,17
1,2014-06-11,34,31,17
71,2014-06-11,34,45,17
17,2014-06-11,35,16,5
1,2014-06-11,35,63,5
18,2014-06-11,35,66,5
1,2014-06-11,35,105,5
1,2014-06-11,36,1,18
39,2014-06-11,36,9,18
2,2014-06-11,36,30,18
49,2014-06-11,36,44,18
29,2014-06-11,37,5,13
5,2014-06-11,37,38,13
31,2014-06-11,37,45,13
24,2014-06-11,39,9,8
12,2014-06-11,39,36,8
21,2014-06-11,40,5,13
39,2014-06-11,40,45,13
2,2014-06-11,40,55,13
32,2014-06-11,41,16,12
23,2014-06-11,41,68,12
50,2014-06-11,43,16,11
15,2014-06-11,43,37,11
1,2014-06-11,43,73,11
21,2014-06-11,44,5,12
2,2014-06-11,44,62,12
35,2014-06-11,44,68,12
15,2014-06-11,45,9,16
1,2014-06-11,45,26,16
10,2014-06-12,1,9,1
1,2014-06-12,1,28,1
6,2014-06-12,1,47,1
3,2014-06-12,3,2,7
57,2014-06-12,3,5,7
49,2014-06-12,3,45,7
2,2014-06-12,3,109,7
26,2014-06-12,5,16,12
3,2014-06-12,5,32,12
17,2014-06-12,9,5,17
43,2014-06-12,9,45,17
142,2014-06-12,10,5,12
15,2014-06-12,10,37,12
32,2014-06-12,11,9,10
30,2014-06-12,11,68,10
5,2014-06-12,11,110,10
37,2014-06-12,12,16,11
15,2014-06-12,12,37,11
3,2014-06-12,14,25,16
24,2014-06-12,15,5,13
64,2014-06-12,15,45,13
17,2014-06-12,16,16,2
142,2014-06-12,16,25,2
1,2014-06-12,16,64,2
2,2014-06-12,16,77,2
144,2014-06-12,17,9,20
71,2014-06-12,17,37,20
16,2014-06-12,18,5,17
11,2014-06-12,18,37,17
9,2014-06-12,19,16,15
6,2014-06-12,19,83,15
56,2014-06-12,20,5,7
6,2014-06-12,20,41,7
1,2014-06-12,20,74,7
36,2014-06-12,21,5,3
61,2014-06-12,21,44,3
1,2014-06-12,21,91,3
4,2014-06-12,21,109,3
44,2014-06-12,22,9,10
23,2014-06-12,22,68,10
27,2014-06-12,23,5,17
22,2014-06-12,23,45,17
35,2014-06-12,25,9,13
1,2014-06-12,25,12,13
47,2014-06-12,25,45,13
4,2014-06-12,26,2,17
12,2014-06-12,26,5,17
24,2014-06-12,26,45,17
58,2014-06-12,27,9,10
13,2014-06-12,27,68,10
39,2014-06-12,28,5,7
36,2014-06-12,28,45,7
41,2014-06-12,29,8,3
15,2014-06-12,29,41,3
57,2014-06-12,29,45,3
29,2014-06-12,30,16,19
66,2014-06-12,30,44,19
22,2014-06-12,31,9,17
49,2014-06-12,31,45,17
2,2014-06-12,31,104,17
22,2014-06-12,32,9,13
27,2014-06-12,32,45,13
1,2014-06-12,32,58,13
86,2014-06-12,33,9,3
238,2014-06-12,33,44,3
2,2014-06-12,33,92,3
52,2014-06-12,34,9,17
67,2014-06-12,34,45,17
14,2014-06-12,35,16,5
5,2014-06-12,35,63,5
16,2014-06-12,35,66,5
86,2014-06-12,36,9,18
2,2014-06-12,36,30,18
55,2014-06-12,36,44,18
19,2014-06-12,37,5,13
4,2014-06-12,37,38,13
31,2014-06-12,37,45,13
7,2014-06-12,39,36,8
49,2014-06-12,40,5,13
20,2014-06-12,40,45,13
50,2014-06-12,41,16,12
2,2014-06-12,41,61,12
14,2014-06-12,41,68,12
71,2014-06-12,43,16,11
13,2014-06-12,43,37,11
46,2014-06-12,44,5,12
2,2014-06-12,44,62,12
36,2014-06-12,44,68,12
5,2014-06-12,45,9,16
10,2014-06-13,1,9,1
3,2014-06-13,1,28,1
6,2014-06-13,1,47,1
7,2014-06-13,3,2,7
47,2014-06-13,3,5,7
55,2014-06-13,3,45,7
3,2014-06-13,3,109,7
38,2014-06-13,5,16,12
5,2014-06-13,5,37,12
56,2014-06-13,9,5,17
63,2014-06-13,9,45,17
50,2014-06-13,10,5,12
15,2014-06-13,10,37,12
67,2014-06-13,11,9,10
28,2014-06-13,11,68,10
13,2014-06-13,11,110,10
31,2014-06-13,12,16,11
24,2014-06-13,12,37,11
3,2014-06-13,14,9,16
5,2014-06-13,14,25,16
41,2014-06-13,15,5,13
73,2014-06-13,15,45,13
4,2014-06-13,15,61,13
17,2014-06-13,16,16,2
149,2014-06-13,16,25,2
6,2014-06-13,16,64,2
167,2014-06-13,17,9,20
69,2014-06-13,17,37,20
28,2014-06-13,18,5,17
6,2014-06-13,18,37,17
10,2014-06-13,19,16,15
8,2014-06-13,19,83,15
69,2014-06-13,20,5,7
17,2014-06-13,20,41,7
1,2014-06-13,20,74,7
2,2014-06-13,20,106,7
16,2014-06-13,21,5,3
57,2014-06-13,21,44,3
7,2014-06-13,21,109,3
30,2014-06-13,22,9,10
1,2014-06-13,22,54,10
12,2014-06-13,22,68,10
14,2014-06-13,23,5,17
29,2014-06-13,23,45,17
1,2014-06-13,23,56,17
41,2014-06-13,25,9,13
3,2014-06-13,25,12,13
64,2014-06-13,25,45,13
4,2014-06-13,26,2,17
39,2014-06-13,26,5,17
43,2014-06-13,26,45,17
24,2014-06-13,27,9,10
35,2014-06-13,27,68,10
1,2014-06-13,27,80,10
3,2014-06-13,28,2,7
32,2014-06-13,28,5,7
37,2014-06-13,28,45,7
11,2014-06-13,29,8,3
18,2014-06-13,29,41,3
51,2014-06-13,29,45,3
16,2014-06-13,30,16,19
84,2014-06-13,30,44,19
62,2014-06-13,31,9,17
71,2014-06-13,31,45,17
1,2014-06-13,31,98,17
32,2014-06-13,32,9,13
35,2014-06-13,32,45,13
1,2014-06-13,32,58,13
54,2014-06-13,33,9,3
172,2014-06-13,33,44,3
4,2014-06-13,33,92,3
28,2014-06-13,34,9,17
1,2014-06-13,34,31,17
85,2014-06-13,34,45,17
19,2014-06-13,35,16,5
2,2014-06-13,35,63,5
11,2014-06-13,35,66,5
1,2014-06-13,36,1,18
27,2014-06-13,36,9,18
1,2014-06-13,36,30,18
46,2014-06-13,36,44,18
12,2014-06-13,37,5,13
6,2014-06-13,37,38,13
47,2014-06-13,37,45,13
2,2014-06-13,37,104,13
8,2014-06-13,39,9,8
7,2014-06-13,39,36,8
4,2014-06-13,39,103,8
57,2014-06-13,40,5,13
54,2014-06-13,40,45,13
45,2014-06-13,41,16,12
2,2014-06-13,41,61,12
12,2014-06-13,41,68,12
12,2014-06-13,41,108,12
65,2014-06-13,43,16,11
21,2014-06-13,43,37,11
1,2014-06-13,43,73,11
44,2014-06-13,44,5,12
36,2014-06-13,44,68,12
14,2014-06-13,45,9,16
10,2014-06-14,1,9,1
7,2014-06-14,1,28,1
15,2014-06-14,1,47,1
12,2014-06-14,3,2,7
62,2014-06-14,3,5,7
68,2014-06-14,3,45,7
1,2014-06-14,3,109,7
37,2014-06-14,5,16,12
7,2014-06-14,5,37,12
25,2014-06-14,9,5,17
46,2014-06-14,9,45,17
204,2014-06-14,10,5,12
14,2014-06-14,10,37,12
125,2014-06-14,11,9,10
36,2014-06-14,11,68,10
46,2014-06-14,11,110,10
30,2014-06-14,12,16,11
27,2014-06-14,12,37,11
2,2014-06-14,14,9,16
9,2014-06-14,14,25,16
57,2014-06-14,15,5,13
86,2014-06-14,15,45,13
35,2014-06-14,16,16,2
147,2014-06-14,16,25,2
4,2014-06-14,16,64,2
3,2014-06-14,16,77,2
179,2014-06-14,17,9,20
50,2014-06-14,17,37,20
2,2014-06-14,17,71,20
8,2014-06-14,18,5,17
9,2014-06-14,18,37,17
1,2014-06-14,18,57,17
12,2014-06-14,19,16,15
17,2014-06-14,19,83,15
132,2014-06-14,20,5,7
23,2014-06-14,20,41,7
3,2014-06-14,20,74,7
15,2014-06-14,21,5,3
72,2014-06-14,21,44,3
2,2014-06-14,21,91,3
7,2014-06-14,21,109,3
32,2014-06-14,22,9,10
46,2014-06-14,22,68,10
35,2014-06-14,23,5,17
34,2014-06-14,23,45,17
105,2014-06-14,25,9,13
94,2014-06-14,25,45,13
2,2014-06-14,26,2,17
33,2014-06-14,26,5,17
28,2014-06-14,26,45,17
27,2014-06-14,27,9,10
33,2014-06-14,27,68,10
2,2014-06-14,28,2,7
25,2014-06-14,28,5,7
43,2014-06-14,28,45,7
16,2014-06-14,29,8,3
25,2014-06-14,29,41,3
47,2014-06-14,29,45,3
2,2014-06-14,29,56,3
32,2014-06-14,31,9,17
78,2014-06-14,31,45,17
2,2014-06-14,31,98,17
39,2014-06-14,32,9,13
39,2014-06-14,32,45,13
69,2014-06-14,33,9,3
225,2014-06-14,33,44,3
26,2014-06-14,34,9,17
83,2014-06-14,34,45,17
19,2014-06-14,35,16,5
5,2014-06-14,35,63,5
13,2014-06-14,35,66,5
2,2014-06-14,35,105,5
2,2014-06-14,36,1,18
24,2014-06-14,36,9,18
2,2014-06-14,36,30,18
37,2014-06-14,36,44,18
40,2014-06-14,37,5,13
8,2014-06-14,37,38,13
54,2014-06-14,37,45,13
2,2014-06-14,37,104,13
3,2014-06-14,39,9,8
7,2014-06-14,39,36,8
2,2014-06-14,39,103,8
90,2014-06-14,40,5,13
57,2014-06-14,40,45,13
1,2014-06-14,40,55,13
1,2014-06-14,40,106,13
44,2014-06-14,41,16,12
20,2014-06-14,41,68,12
11,2014-06-14,41,108,12
51,2014-06-14,43,16,11
21,2014-06-14,43,37,11
1,2014-06-14,43,73,11
1,2014-06-14,43,105,11
67,2014-06-14,44,5,12
1,2014-06-14,44,62,12
64,2014-06-14,44,68,12
9,2014-06-14,45,9,16
3,2014-06-14,45,26,16
6,2014-06-15,1,9,1
3,2014-06-15,1,28,1
10,2014-06-15,1,47,1
3,2014-06-15,3,2,7
42,2014-06-15,3,5,7
66,2014-06-15,3,45,7
10,2014-06-15,3,109,7
41,2014-06-15,5,16,12
7,2014-06-15,5,37,12
33,2014-06-15,9,5,17
67,2014-06-15,9,45,17
111,2014-06-15,10,5,12
7,2014-06-15,10,37,12
21,2014-06-15,11,9,10
30,2014-06-15,11,68,10
26,2014-06-15,12,16,11
22,2014-06-15,12,37,11
6,2014-06-15,14,25,16
27,2014-06-15,15,5,13
90,2014-06-15,15,45,13
18,2014-06-15,16,16,2
133,2014-06-15,16,25,2
6,2014-06-15,16,64,2
1,2014-06-15,16,77,2
118,2014-06-15,17,9,20
48,2014-06-15,17,37,20
19,2014-06-15,18,5,17
7,2014-06-15,18,37,17
4,2014-06-15,19,16,15
12,2014-06-15,19,83,15
74,2014-06-15,20,5,7
29,2014-06-15,20,41,7
35,2014-06-15,21,5,3
60,2014-06-15,21,44,3
1,2014-06-15,21,91,3
8,2014-06-15,21,109,3
56,2014-06-15,22,9,10
9,2014-06-15,22,68,10
14,2014-06-15,23,5,17
35,2014-06-15,23,45,17
1,2014-06-15,23,56,17
128,2014-06-15,25,9,13
83,2014-06-15,25,45,13
4,2014-06-15,26,2,17
23,2014-06-15,26,5,17
46,2014-06-15,26,45,17
46,2014-06-15,27,9,10
18,2014-06-15,27,68,10
2,2014-06-15,28,2,7
34,2014-06-15,28,5,7
44,2014-06-15,28,45,7
7,2014-06-15,29,8,3
27,2014-06-15,29,41,3
65,2014-06-15,29,45,3
95,2014-06-15,31,9,17
78,2014-06-15,31,45,17
1,2014-06-15,31,98,17
3,2014-06-15,31,104,17
49,2014-06-15,32,9,13
54,2014-06-15,32,45,13
1,2014-06-15,32,58,13
143,2014-06-15,33,9,3
190,2014-06-15,33,44,3
2,2014-06-15,33,92,3
53,2014-06-15,34,9,17
63,2014-06-15,34,45,17
17,2014-06-15,35,16,5
1,2014-06-15,35,63,5
18,2014-06-15,35,66,5
1,2014-06-15,36,1,18
90,2014-06-15,36,9,18
75,2014-06-15,36,44,18
35,2014-06-15,37,5,13
9,2014-06-15,37,38,13
55,2014-06-15,37,45,13
4,2014-06-15,39,9,8
7,2014-06-15,39,36,8
28,2014-06-15,40,5,13
55,2014-06-15,40,45,13
2,2014-06-15,40,55,13
1,2014-06-15,40,106,13
43,2014-06-15,41,16,12
21,2014-06-15,41,68,12
8,2014-06-15,41,108,12
45,2014-06-15,43,16,11
6,2014-06-15,43,37,11
1,2014-06-15,43,73,11
1,2014-06-15,43,105,11
42,2014-06-15,44,5,12
2,2014-06-15,44,62,12
40,2014-06-15,44,68,12
14,2014-06-15,45,9,16
1,2014-06-15,45,26,16
22,2014-06-16,1,9,1
2,2014-06-16,1,28,1
6,2014-06-16,1,47,1
93,2014-06-16,2,5,14
154,2014-06-16,2,44,14
2,2014-06-16,3,2,7
45,2014-06-16,3,5,7
42,2014-06-16,3,45,7
1,2014-06-16,3,109,7
20,2014-06-16,5,16,12
17,2014-06-16,5,37,12
61,2014-06-16,6,9,14
75,2014-06-16,6,45,14
1,2014-06-16,6,107,14
72,2014-06-16,7,5,6
35,2014-06-16,7,23,6
46,2014-06-16,7,95,6
25,2014-06-16,8,5,4
10,2014-06-16,8,23,4
44,2014-06-16,9,5,17
70,2014-06-16,9,45,17
56,2014-06-16,10,5,12
17,2014-06-16,10,37,12
59,2014-06-16,11,9,10
2,2014-06-16,11,61,10
20,2014-06-16,11,68,10
28,2014-06-16,12,16,11
10,2014-06-16,12,37,11
5,2014-06-16,12,79,11
63,2014-06-16,13,5,6
88,2014-06-16,13,36,6
3,2014-06-16,14,9,16
7,2014-06-16,14,25,16
25,2014-06-16,15,5,13
56,2014-06-16,15,45,13
10,2014-06-16,16,16,2
134,2014-06-16,16,25,2
4,2014-06-16,16,77,2
232,2014-06-16,17,9,20
60,2014-06-16,17,37,20
7,2014-06-16,18,5,17
14,2014-06-16,18,37,17
1,2014-06-16,18,72,17
14,2014-06-16,19,16,15
6,2014-06-16,19,83,15
43,2014-06-16,20,5,7
17,2014-06-16,20,41,7
37,2014-06-16,21,5,3
48,2014-06-16,21,44,3
8,2014-06-16,21,109,3
53,2014-06-16,22,9,10
18,2014-06-16,22,68,10
16,2014-06-16,23,5,17
32,2014-06-16,23,45,17
46,2014-06-16,25,9,13
84,2014-06-16,25,45,13
17,2014-06-16,26,5,17
54,2014-06-16,26,45,17
32,2014-06-16,27,9,10
16,2014-06-16,27,68,10
4,2014-06-16,28,2,7
37,2014-06-16,28,5,7
47,2014-06-16,28,45,7
50,2014-06-16,29,8,3
20,2014-06-16,29,41,3
65,2014-06-16,29,45,3
1,2014-06-16,29,56,3
19,2014-06-16,31,9,17
60,2014-06-16,31,45,17
2,2014-06-16,31,98,17
56,2014-06-16,32,9,13
47,2014-06-16,32,45,13
1,2014-06-16,33,9,3
231,2014-06-16,33,44,3
31,2014-06-16,34,9,17
69,2014-06-16,34,45,17
8,2014-06-16,35,16,5
15,2014-06-16,35,66,5
1,2014-06-16,36,1,18
11,2014-06-16,36,9,18
110,2014-06-16,36,44,18
34,2014-06-16,37,5,13
10,2014-06-16,37,38,13
33,2014-06-16,37,45,13
2,2014-06-16,37,104,13
43,2014-06-16,38,9,14
88,2014-06-16,38,45,14
1,2014-06-16,38,98,14
1,2014-06-16,39,9,8
9,2014-06-16,39,36,8
71,2014-06-16,40,5,13
40,2014-06-16,40,45,13
3,2014-06-16,40,55,13
2,2014-06-16,40,106,13
22,2014-06-16,41,16,12
7,2014-06-16,41,68,12
9,2014-06-16,41,108,12
48,2014-06-16,42,5,14
55,2014-06-16,42,45,14
30,2014-06-16,43,16,11
6,2014-06-16,43,37,11
27,2014-06-16,44,5,12
14,2014-06-16,44,68,12
2,2014-06-16,45,9,16
37,2014-06-17,1,9,1
5,2014-06-17,1,28,1
9,2014-06-17,1,47,1
21,2014-06-17,2,5,14
129,2014-06-17,2,44,14
70,2014-06-17,3,5,7
46,2014-06-17,3,45,7
8,2014-06-17,3,109,7
38,2014-06-17,5,16,12
9,2014-06-17,5,37,12
56,2014-06-17,6,9,14
75,2014-06-17,6,45,14
4,2014-06-17,6,107,14
31,2014-06-17,7,5,6
16,2014-06-17,7,23,6
38,2014-06-17,7,95,6
15,2014-06-17,8,5,4
5,2014-06-17,8,23,4
2,2014-06-17,8,59,4
25,2014-06-17,9,5,17
47,2014-06-17,9,45,17
35,2014-06-17,10,5,12
30,2014-06-17,10,37,12
58,2014-06-17,11,9,10
19,2014-06-17,11,68,10
24,2014-06-17,12,16,11
12,2014-06-17,12,37,11
1,2014-06-17,12,79,11
56,2014-06-17,13,5,6
59,2014-06-17,13,36,6
3,2014-06-17,14,9,16
10,2014-06-17,14,25,16
38,2014-06-17,15,5,13
45,2014-06-17,15,45,13
2,2014-06-17,15,61,13
17,2014-06-17,16,16,2
104,2014-06-17,16,25,2
3,2014-06-17,16,64,2
2,2014-06-17,16,77,2
123,2014-06-17,17,9,20
43,2014-06-17,17,37,20
6,2014-06-17,18,5,17
8,2014-06-17,18,37,17
2,2014-06-17,18,57,17
8,2014-06-17,19,16,15
6,2014-06-17,19,83,15
40,2014-06-17,20,5,7
14,2014-06-17,20,41,7
17,2014-06-17,21,5,3
47,2014-06-17,21,44,3
1,2014-06-17,21,91,3
13,2014-06-17,21,109,3
43,2014-06-17,22,9,10
1,2014-06-17,22,54,10
25,2014-06-17,22,68,10
19,2014-06-17,23,5,17
35,2014-06-17,23,45,17
4,2014-06-17,23,56,17
73,2014-06-17,25,9,13
54,2014-06-17,25,45,13
3,2014-06-17,26,2,17
45,2014-06-17,26,5,17
48,2014-06-17,26,45,17
15,2014-06-17,27,9,10
30,2014-06-17,27,68,10
23,2014-06-17,28,5,7
40,2014-06-17,28,45,7
98,2014-06-17,29,8,3
28,2014-06-17,29,41,3
70,2014-06-17,29,45,3
1,2014-06-17,29,56,3
67,2014-06-17,31,9,17
51,2014-06-17,31,45,17
1,2014-06-17,31,98,17
32,2014-06-17,32,9,13
45,2014-06-17,32,45,13
86,2014-06-17,33,9,3
140,2014-06-17,33,44,3
13,2014-06-17,34,9,17
61,2014-06-17,34,45,17
16,2014-06-17,35,16,5
4,2014-06-17,35,63,5
15,2014-06-17,35,66,5
1,2014-06-17,36,1,18
35,2014-06-17,36,9,18
1,2014-06-17,36,30,18
45,2014-06-17,36,44,18
50,2014-06-17,37,5,13
7,2014-06-17,37,38,13
32,2014-06-17,37,45,13
43,2014-06-17,38,9,14
63,2014-06-17,38,45,14
3,2014-06-17,39,36,8
42,2014-06-17,40,5,13
41,2014-06-17,40,45,13
25,2014-06-17,41,16,12
1,2014-06-17,41,61,12
8,2014-06-17,41,68,12
9,2014-06-17,41,108,12
6,2014-06-17,42,5,14
50,2014-06-17,42,45,14
32,2014-06-17,43,16,11
9,2014-06-17,43,37,11
17,2014-06-17,44,5,12
3,2014-06-17,44,62,12
38,2014-06-17,44,68,12
21,2014-06-17,45,9,16
1,2014-06-17,45,26,16
1,2014-06-18,1,9,1
4,2014-06-18,1,28,1
5,2014-06-18,1,47,1
39,2014-06-18,2,5,14
2,2014-06-18,2,11,14
125,2014-06-18,2,44,14
15,2014-06-18,3,2,7
28,2014-06-18,3,5,7
54,2014-06-18,3,45,7
7,2014-06-18,3,109,7
20,2014-06-18,5,16,12
13,2014-06-18,5,37,12
23,2014-06-18,6,9,14
42,2014-06-18,6,45,14
66,2014-06-18,7,5,6
1,2014-06-18,7,7,6
34,2014-06-18,7,23,6
31,2014-06-18,7,95,6
10,2014-06-18,8,5,4
12,2014-06-18,8,23,4
1,2014-06-18,8,59,4
43,2014-06-18,9,5,17
50,2014-06-18,9,45,17
47,2014-06-18,10,5,12
1,2014-06-18,10,37,12
28,2014-06-18,11,9,10
1,2014-06-18,11,61,10
18,2014-06-18,11,68,10
27,2014-06-18,12,16,11
18,2014-06-18,12,37,11
18,2014-06-18,13,5,6
51,2014-06-18,13,36,6
10,2014-06-18,14,25,16
29,2014-06-18,15,5,13
48,2014-06-18,15,45,13
11,2014-06-18,16,16,2
76,2014-06-18,16,25,2
1,2014-06-18,16,77,2
54,2014-06-18,17,9,20
49,2014-06-18,17,37,20
12,2014-06-18,18,5,17
8,2014-06-18,18,37,17
11,2014-06-18,19,16,15
2,2014-06-18,19,83,15
20,2014-06-18,20,5,7
35,2014-06-18,20,41,7
1,2014-06-18,20,74,7
21,2014-06-18,21,5,3
70,2014-06-18,21,44,3
1,2014-06-18,21,91,3
9,2014-06-18,21,109,3
44,2014-06-18,22,9,10
1,2014-06-18,22,54,10
26,2014-06-18,22,68,10
15,2014-06-18,23,5,17
29,2014-06-18,23,45,17
54,2014-06-18,25,9,13
62,2014-06-18,25,45,13
2,2014-06-18,26,2,17
26,2014-06-18,26,5,17
33,2014-06-18,26,45,17
37,2014-06-18,27,9,10
16,2014-06-18,27,68,10
2,2014-06-18,28,2,7
7,2014-06-18,28,5,7
48,2014-06-18,28,45,7
22,2014-06-18,29,8,3
21,2014-06-18,29,41,3
49,2014-06-18,29,45,3
42,2014-06-18,31,9,17
67,2014-06-18,31,45,17
23,2014-06-18,32,9,13
35,2014-06-18,32,45,13
1,2014-06-18,32,58,13
65,2014-06-18,33,9,3
154,2014-06-18,33,44,3
53,2014-06-18,34,9,17
53,2014-06-18,34,45,17
19,2014-06-18,35,16,5
17,2014-06-18,35,66,5
2,2014-06-18,36,1,18
23,2014-06-18,36,9,18
1,2014-06-18,36,30,18
41,2014-06-18,36,44,18
14,2014-06-18,37,5,13
5,2014-06-18,37,38,13
37,2014-06-18,37,45,13
8,2014-06-18,37,104,13
44,2014-06-18,38,9,14
81,2014-06-18,38,45,14
5,2014-06-18,39,36,8
24,2014-06-18,40,5,13
44,2014-06-18,40,45,13
21,2014-06-18,41,16,12
16,2014-06-18,41,68,12
2,2014-06-18,41,108,12
46,2014-06-18,42,5,14
66,2014-06-18,42,45,14
32,2014-06-18,43,16,11
11,2014-06-18,43,37,11
9,2014-06-18,44,5,12
29,2014-06-18,44,68,12
3,2014-06-18,45,4,16
19,2014-06-18,45,9,16
4,2014-06-18,45,26,16
4,2014-06-19,1,9,1
4,2014-06-19,1,28,1
7,2014-06-19,1,47,1
44,2014-06-19,2,5,14
163,2014-06-19,2,44,14
1,2014-06-19,3,2,7
21,2014-06-19,3,5,7
61,2014-06-19,3,45,7
2,2014-06-19,3,109,7
20,2014-06-19,5,16,12
5,2014-06-19,5,37,12
55,2014-06-19,6,9,14
64,2014-06-19,6,45,14
2,2014-06-19,6,107,14
31,2014-06-19,7,5,6
26,2014-06-19,7,23,6
37,2014-06-19,7,95,6
14,2014-06-19,8,5,4
13,2014-06-19,8,23,4
64,2014-06-19,9,5,17
44,2014-06-19,9,45,17
17,2014-06-19,10,5,12
14,2014-06-19,10,37,12
38,2014-06-19,11,9,10
16,2014-06-19,11,68,10
19,2014-06-19,12,16,11
17,2014-06-19,12,37,11
25,2014-06-19,13,5,6
49,2014-06-19,13,36,6
9,2014-06-19,14,25,16
42,2014-06-19,15,5,13
56,2014-06-19,15,45,13
16,2014-06-19,16,16,2
84,2014-06-19,16,25,2
1,2014-06-19,16,64,2
1,2014-06-19,16,77,2
4,2014-06-19,18,5,17
14,2014-06-19,18,37,17
7,2014-06-19,19,16,15
2,2014-06-19,19,83,15
73,2014-06-19,20,5,7
23,2014-06-19,20,41,7
1,2014-06-19,20,74,7
82,2014-06-19,21,5,3
62,2014-06-19,21,44,3
5,2014-06-19,21,109,3
33,2014-06-19,22,9,10
29,2014-06-19,22,68,10
12,2014-06-19,23,5,17
32,2014-06-19,23,45,17
1,2014-06-19,23,56,17
46,2014-06-19,25,9,13
60,2014-06-19,25,45,13
29,2014-06-19,26,5,17
43,2014-06-19,26,45,17
22,2014-06-19,27,9,10
20,2014-06-19,27,68,10
2,2014-06-19,28,2,7
22,2014-06-19,28,5,7
33,2014-06-19,28,45,7
28,2014-06-19,29,8,3
22,2014-06-19,29,41,3
34,2014-06-19,29,45,3
42,2014-06-19,31,9,17
70,2014-06-19,31,45,17
48,2014-06-19,32,9,13
35,2014-06-19,32,45,13
31,2014-06-19,33,9,3
207,2014-06-19,33,44,3
1,2014-06-19,33,92,3
24,2014-06-19,34,9,17
2,2014-06-19,34,31,17
66,2014-06-19,34,45,17
14,2014-06-19,35,16,5
11,2014-06-19,35,66,5
1,2014-06-19,36,1,18
7,2014-06-19,36,9,18
34,2014-06-19,36,44,18
15,2014-06-19,37,5,13
3,2014-06-19,37,38,13
47,2014-06-19,37,45,13
25,2014-06-19,38,9,14
67,2014-06-19,38,45,14
2,2014-06-19,39,9,8
10,2014-06-19,39,36,8
1,2014-06-19,39,103,8
29,2014-06-19,40,5,13
50,2014-06-19,40,45,13
2,2014-06-19,40,55,13
33,2014-06-19,41,16,12
10,2014-06-19,41,68,12
8,2014-06-19,41,108,12
14,2014-06-19,42,5,14
50,2014-06-19,42,45,14
1,2014-06-19,42,82,14
20,2014-06-19,43,16,11
9,2014-06-19,43,37,11
18,2014-06-19,44,5,12
1,2014-06-19,44,62,12
28,2014-06-19,44,68,12
13,2014-06-19,45,9,16
1,2014-06-19,45,22,16
12,2014-06-20,1,9,1
8,2014-06-20,1,28,1
10,2014-06-20,1,47,1
7,2014-06-20,3,2,7
