station_nbr,date,tmax,tmin,dayNum,weekday,weekend
17,2014-05-30,87,67,5,1,0
18,2014-05-30,88,70,5,1,0
19,2014-05-30,74,50,5,1,0
20,2014-05-30,89,68,5,1,0
1,2014-05-31,64,45,6,0,1
2,2014-05-31,64,46,6,0,1
3,2014-05-31,86,68,6,0,1
4,2014-05-31,93,70,6,0,1
5,2014-05-31,M,M,6,0,1
6,2014-05-31,91,67,6,0,1
7,2014-05-31,85,68,6,0,1
8,2014-05-31,89,72,6,0,1
9,2014-05-31,84,67,6,0,1
10,2014-05-31,86,75,6,0,1
11,2014-05-31,85,69,6,0,1
12,2014-05-31,85,69,6,0,1
13,2014-05-31,80,48,6,0,1
14,2014-05-31,85,67,6,0,1
15,2014-05-31,68,42,6,0,1
16,2014-05-31,62,42,6,0,1
17,2014-05-31,86,70,6,0,1
18,2014-05-31,88,71,6,0,1
19,2014-05-31,79,54,6,0,1
20,2014-05-31,89,73,6,0,1
1,2014-06-01,76,43,7,0,1
2,2014-06-01,73,48,7,0,1
3,2014-06-01,86,69,7,0,1
4,2014-06-01,88,71,7,0,1
5,2014-06-01,M,M,7,0,1
6,2014-06-01,89,68,7,0,1
7,2014-06-01,87,70,7,0,1
8,2014-06-01,90,72,7,0,1
9,2014-06-01,72,64,7,0,1
10,2014-06-01,84,75,7,0,1
11,2014-06-01,79,70,7,0,1
12,2014-06-01,81,71,7,0,1
13,2014-06-01,83,52,7,0,1
14,2014-06-01,87,68,7,0,1
15,2014-06-01,78,41,7,0,1
16,2014-06-01,70,42,7,0,1
17,2014-06-01,87,69,7,0,1
18,2014-06-01,90,72,7,0,1
19,2014-06-01,84,63,7,0,1
20,2014-06-01,91,70,7,0,1
1,2014-06-02,83,52,1,1,0
2,2014-06-02,79,53,1,1,0
3,2014-06-02,86,66,1,1,0
4,2014-06-02,91,74,1,1,0
5,2014-06-02,M,M,1,1,0
6,2014-06-02,91,73,1,1,0
7,2014-06-02,89,67,1,1,0
8,2014-06-02,91,75,1,1,0
9,2014-06-02,80,61,1,1,0
10,2014-06-02,85,75,1,1,0
11,2014-06-02,82,67,1,1,0
12,2014-06-02,81,70,1,1,0
13,2014-06-02,83,51,1,1,0
14,2014-06-02,90,66,1,1,0
15,2014-06-02,85,43,1,1,0
16,2014-06-02,81,52,1,1,0
17,2014-06-02,90,67,1,1,0
18,2014-06-02,91,75,1,1,0
19,2014-06-02,82,68,1,1,0
20,2014-06-02,92,74,1,1,0
1,2014-06-03,79,56,2,1,0
2,2014-06-03,80,58,2,1,0
3,2014-06-03,90,70,2,1,0
4,2014-06-03,90,75,2,1,0
5,2014-06-03,M,M,2,1,0
6,2014-06-03,90,74,2,1,0
7,2014-06-03,91,73,2,1,0
8,2014-06-03,90,75,2,1,0
9,2014-06-03,75,56,2,1,0
10,2014-06-03,86,74,2,1,0
11,2014-06-03,83,63,2,1,0
12,2014-06-03,82,65,2,1,0
13,2014-06-03,91,57,2,1,0
14,2014-06-03,90,71,2,1,0
15,2014-06-03,83,51,2,1,0
16,2014-06-03,72,54,2,1,0
17,2014-06-03,92,72,2,1,0
18,2014-06-03,91,75,2,1,0
19,2014-06-03,78,59,2,1,0
20,2014-06-03,91,75,2,1,0
1,2014-06-04,63,56,3,1,0
2,2014-06-04,67,53,3,1,0
3,2014-06-04,92,75,3,1,0
4,2014-06-04,91,74,3,1,0
5,2014-06-04,M,M,3,1,0
6,2014-06-04,90,72,3,1,0
7,2014-06-04,96,73,3,1,0
8,2014-06-04,91,73,3,1,0
9,2014-06-04,81,60,3,1,0
10,2014-06-04,90,70,3,1,0
11,2014-06-04,87,62,3,1,0
12,2014-06-04,85,64,3,1,0
13,2014-06-04,84,48,3,1,0
14,2014-06-04,95,72,3,1,0
15,2014-06-04,64,54,3,1,0
16,2014-06-04,60,53,3,1,0
17,2014-06-04,93,73,3,1,0
18,2014-06-04,92,76,3,1,0
19,2014-06-04,68,52,3,1,0
20,2014-06-04,91,76,3,1,0
1,2014-06-05,62,53,4,1,0
2,2014-06-05,62,55,4,1,0
3,2014-06-05,89,73,4,1,0
4,2014-06-05,91,74,4,1,0
5,2014-06-05,M,M,4,1,0
6,2014-06-05,91,73,4,1,0
7,2014-06-05,94,74,4,1,0
8,2014-06-05,92,74,4,1,0
9,2014-06-05,78,60,4,1,0
10,2014-06-05,93,74,4,1,0
11,2014-06-05,91,67,4,1,0
12,2014-06-05,91,67,4,1,0
13,2014-06-05,76,48,4,1,0
14,2014-06-05,94,72,4,1,0
15,2014-06-05,66,51,4,1,0
16,2014-06-05,59,51,4,1,0
17,2014-06-05,90,73,4,1,0
18,2014-06-05,91,75,4,1,0
19,2014-06-05,73,49,4,1,0
20,2014-06-05,89,74,4,1,0
1,2014-06-06,74,53,5,1,0
2,2014-06-06,70,54,5,1,0
3,2014-06-06,85,70,5,1,0
4,2014-06-06,92,73,5,1,0
5,2014-06-06,M,M,5,1,0
6,2014-06-06,92,73,5,1,0
7,2014-06-06,86,67,5,1,0
8,2014-06-06,92,76,5,1,0
9,2014-06-06,84,58,5,1,0
10,2014-06-06,95,75,5,1,0
11,2014-06-06,94,70,5,1,0
12,2014-06-06,93,74,5,1,0
13,2014-06-06,78,51,5,1,0
14,2014-06-06,85,68,5,1,0
15,2014-06-06,75,51,5,1,0
16,2014-06-06,75,52,5,1,0
17,2014-06-06,84,71,5,1,0
18,2014-06-06,91,76,5,1,0
19,2014-06-06,77,58,5,1,0
20,2014-06-06,92,75,5,1,0
1,2014-06-07,83,54,6,0,1
2,2014-06-07,79,55,6,0,1
3,2014-06-07,86,67,6,0,1
4,2014-06-07,92,74,6,0,1
5,2014-06-07,M,M,6,0,1
6,2014-06-07,92,74,6,0,1
7,2014-06-07,84,65,6,0,1
8,2014-06-07,92,76,6,0,1
9,2014-06-07,66,51,6,0,1
10,2014-06-07,89,73,6,0,1
11,2014-06-07,85,70,6,0,1
12,2014-06-07,86,71,6,0,1
13,2014-06-07,69,44,6,0,1
14,2014-06-07,84,65,6,0,1
15,2014-06-07,84,48,6,0,1
16,2014-06-07,83,53,6,0,1
17,2014-06-07,87,66,6,0,1
18,2014-06-07,95,76,6,0,1
19,2014-06-07,78,53,6,0,1
20,2014-06-07,94,74,6,0,1
1,2014-06-08,85,57,7,0,1
2,2014-06-08,81,62,7,0,1
3,2014-06-08,74,66,7,0,1
4,2014-06-08,90,76,7,0,1
5,2014-06-08,M,M,7,0,1
6,2014-06-08,91,75,7,0,1
7,2014-06-08,75,67,7,0,1
8,2014-06-08,92,76,7,0,1
9,2014-06-08,72,48,7,0,1
10,2014-06-08,91,75,7,0,1
11,2014-06-08,90,70,7,0,1
12,2014-06-08,91,71,7,0,1
13,2014-06-08,71,44,7,0,1
14,2014-06-08,75,67,7,0,1
15,2014-06-08,86,50,7,0,1
16,2014-06-08,81,56,7,0,1
17,2014-06-08,76,66,7,0,1
18,2014-06-08,87,71,7,0,1
19,2014-06-08,64,53,7,0,1
20,2014-06-08,88,71,7,0,1
1,2014-06-09,80,61,1,1,0
2,2014-06-09,74,60,1,1,0
3,2014-06-09,80,65,1,1,0
4,2014-06-09,86,68,1,1,0
5,2014-06-09,M,M,1,1,0
6,2014-06-09,86,70,1,1,0
7,2014-06-09,77,62,1,1,0
8,2014-06-09,87,76,1,1,0
9,2014-06-09,71,57,1,1,0
10,2014-06-09,95,74,1,1,0
11,2014-06-09,93,70,1,1,0
12,2014-06-09,93,74,1,1,0
13,2014-06-09,66,40,1,1,0
14,2014-06-09,79,62,1,1,0
15,2014-06-09,85,57,1,1,0
16,2014-06-09,80,63,1,1,0
17,2014-06-09,81,66,1,1,0
18,2014-06-09,80,64,1,1,0
19,2014-06-09,66,50,1,1,0
20,2014-06-09,81,64,1,1,0
1,2014-06-10,78,56,2,1,0
2,2014-06-10,78,58,2,1,0
3,2014-06-10,79,62,2,1,0
4,2014-06-10,92,64,2,1,0
5,2014-06-10,M,M,2,1,0
6,2014-06-10,91,62,2,1,0
7,2014-06-10,82,63,2,1,0
8,2014-06-10,90,69,2,1,0
9,2014-06-10,77,54,2,1,0
10,2014-06-10,96,76,2,1,0
11,2014-06-10,92,70,2,1,0
12,2014-06-10,90,72,2,1,0
13,2014-06-10,83,46,2,1,0
14,2014-06-10,81,63,2,1,0
15,2014-06-10,77,58,2,1,0
16,2014-06-10,77,57,2,1,0
17,2014-06-10,80,62,2,1,0
18,2014-06-10,85,67,2,1,0
19,2014-06-10,60,51,2,1,0
20,2014-06-10,85,66,2,1,0
1,2014-06-11,72,52,3,1,0
2,2014-06-11,68,56,3,1,0
3,2014-06-11,86,58,3,1,0
4,2014-06-11,94,66,3,1,0
5,2014-06-11,M,M,3,1,0
6,2014-06-11,95,61,3,1,0
7,2014-06-11,89,61,3,1,0
8,2014-06-11,92,68,3,1,0
9,2014-06-11,81,58,3,1,0
10,2014-06-11,87,74,3,1,0
11,2014-06-11,86,68,3,1,0
12,2014-06-11,88,69,3,1,0
13,2014-06-11,82,54,3,1,0
14,2014-06-11,89,59,3,1,0
15,2014-06-11,73,48,3,1,0
16,2014-06-11,69,53,3,1,0
17,2014-06-11,87,57,3,1,0
18,2014-06-11,95,67,3,1,0
19,2014-06-11,56,51,3,1,0
20,2014-06-11,93,65,3,1,0
1,2014-06-12,70,57,4,1,0
2,2014-06-12,63,54,4,1,0
3,2014-06-12,85,65,4,1,0
4,2014-06-12,92,68,4,1,0
5,2014-06-12,M,M,4,1,0
6,2014-06-12,94,66,4,1,0
7,2014-06-12,83,66,4,1,0
8,2014-06-12,93,73,4,1,0
9,2014-06-12,66,52,4,1,0
10,2014-06-12,87,75,4,1,0
11,2014-06-12,87,70,4,1,0
12,2014-06-12,86,73,4,1,0
13,2014-06-12,76,53,4,1,0
14,2014-06-12,84,66,4,1,0
15,2014-06-12,65,55,4,1,0
16,2014-06-12,66,57,4,1,0
17,2014-06-12,85,68,4,1,0
18,2014-06-12,85,72,4,1,0
19,2014-06-12,80,52,4,1,0
20,2014-06-12,86,73,4,1,0
1,2014-06-13,63,58,5,1,0
2,2014-06-13,61,57,5,1,0
3,2014-06-13,83,60,5,1,0
4,2014-06-13,89,68,5,1,0
5,2014-06-13,M,M,5,1,0
6,2014-06-13,90,66,5,1,0
7,2014-06-13,83,60,5,1,0
8,2014-06-13,91,71,5,1,0
9,2014-06-13,75,48,5,1,0
10,2014-06-13,91,75,5,1,0
11,2014-06-13,90,72,5,1,0
12,2014-06-13,91,73,5,1,0
13,2014-06-13,90,54,5,1,0
14,2014-06-13,84,63,5,1,0
15,2014-06-13,60,57,5,1,0
16,2014-06-13,62,59,5,1,0
17,2014-06-13,84,60,5,1,0
18,2014-06-13,89,74,5,1,0
19,2014-06-13,72,53,5,1,0
20,2014-06-13,91,73,5,1,0
1,2014-06-14,75,58,6,0,1
2,2014-06-14,71,54,6,0,1
3,2014-06-14,86,68,6,0,1
4,2014-06-14,87,73,6,0,1
5,2014-06-14,M,M,6,0,1
6,2014-06-14,89,73,6,0,1
7,2014-06-14,89,72,6,0,1
8,2014-06-14,91,77,6,0,1
9,2014-06-14,66,59,6,0,1
10,2014-06-14,91,75,6,0,1
11,2014-06-14,86,71,6,0,1
12,2014-06-14,87,72,6,0,1
13,2014-06-14,76,46,6,0,1
14,2014-06-14,89,68,6,0,1
15,2014-06-14,75,56,6,0,1
16,2014-06-14,77,58,6,0,1
17,2014-06-14,88,67,6,0,1
18,2014-06-14,91,74,6,0,1
19,2014-06-14,70,49,6,0,1
20,2014-06-14,91,74,6,0,1
1,2014-06-15,77,54,7,0,1
2,2014-06-15,76,52,7,0,1
3,2014-06-15,85,65,7,0,1
4,2014-06-15,91,74,7,0,1
5,2014-06-15,M,M,7,0,1
6,2014-06-15,93,75,7,0,1
7,2014-06-15,88,76,7,0,1
8,2014-06-15,93,77,7,0,1
9,2014-06-15,75,58,7,0,1
10,2014-06-15,93,75,7,0,1
11,2014-06-15,91,70,7,0,1
12,2014-06-15,90,70,7,0,1
13,2014-06-15,76,43,7,0,1
14,2014-06-15,88,74,7,0,1
15,2014-06-15,77,50,7,0,1
16,2014-06-15,78,55,7,0,1
17,2014-06-15,87,66,7,0,1
18,2014-06-15,93,76,7,0,1
19,2014-06-15,83,56,7,0,1
20,2014-06-15,92,77,7,0,1
1,2014-06-16,81,55,1,1,0
2,2014-06-16,78,58,1,1,0
3,2014-06-16,89,76,1,1,0
4,2014-06-16,92,75,1,1,0
5,2014-06-16,M,M,1,1,0
6,2014-06-16,93,75,1,1,0
7,2014-06-16,90,75,1,1,0
8,2014-06-16,91,77,1,1,0
9,2014-06-16,85,59,1,1,0
10,2014-06-16,92,75,1,1,0
11,2014-06-16,88,70,1,1,0
12,2014-06-16,88,71,1,1,0
13,2014-06-16,87,47,1,1,0
14,2014-06-16,90,74,1,1,0
15,2014-06-16,83,45,1,1,0
16,2014-06-16,73,52,1,1,0
17,2014-06-16,91,75,1,1,0
18,2014-06-16,94,76,1,1,0
19,2014-06-16,86,64,1,1,0
20,2014-06-16,93,76,1,1,0
1,2014-06-17,87,64,2,1,0
2,2014-06-17,84,60,2,1,0
3,2014-06-17,90,77,2,1,0
4,2014-06-17,92,75,2,1,0
5,2014-06-17,M,M,2,1,0
6,2014-06-17,94,77,2,1,0
7,2014-06-17,91,76,2,1,0
8,2014-06-17,92,78,2,1,0
9,2014-06-17,83,61,2,1,0
10,2014-06-17,92,76,2,1,0
11,2014-06-17,88,69,2,1,0
12,2014-06-17,87,70,2,1,0
13,2014-06-17,89,59,2,1,0
14,2014-06-17,91,75,2,1,0
15,2014-06-17,87,58,2,1,0
16,2014-06-17,84,65,2,1,0
17,2014-06-17,92,77,2,1,0
18,2014-06-17,94,78,2,1,0
19,2014-06-17,86,67,2,1,0
20,2014-06-17,94,78,2,1,0
1,2014-06-18,83,70,3,1,0
2,2014-06-18,81,65,3,1,0
3,2014-06-18,90,76,3,1,0
4,2014-06-18,92,77,3,1,0
5,2014-06-18,M,M,3,1,0
6,2014-06-18,93,77,3,1,0
7,2014-06-18,91,76,3,1,0
8,2014-06-18,92,78,3,1,0
9,2014-06-18,80,69,3,1,0
10,2014-06-18,91,77,3,1,0
11,2014-06-18,88,68,3,1,0
12,2014-06-18,87,70,3,1,0
13,2014-06-18,81,52,3,1,0
14,2014-06-18,90,75,3,1,0
15,2014-06-18,81,67,3,1,0
16,2014-06-18,84,69,3,1,0
17,2014-06-18,93,77,3,1,0
18,2014-06-18,95,77,3,1,0
19,2014-06-18,74,54,3,1,0
20,2014-06-18,94,76,3,1,0
1,2014-06-19,81,62,4,1,0
2,2014-06-19,79,62,4,1,0
3,2014-06-19,84,72,4,1,0
4,2014-06-19,91,76,4,1,0
5,2014-06-19,M,M,4,1,0
6,2014-06-19,92,74,4,1,0
7,2014-06-19,85,68,4,1,0
8,2014-06-19,92,76,4,1,0
9,2014-06-19,75,64,4,1,0
10,2014-06-19,91,76,4,1,0
11,2014-06-19,89,68,4,1,0
12,2014-06-19,88,69,4,1,0
13,2014-06-19,80,46,4,1,0
14,2014-06-19,85,68,4,1,0
15,2014-06-19,80,51,4,1,0
16,2014-06-19,82,57,4,1,0
17,2014-06-19,85,72,4,1,0
18,2014-06-19,95,76,4,1,0
19,2014-06-19,67,53,4,1,0
20,2014-06-19,94,76,4,1,0
1,2014-06-20,74,53,5,1,0
2,2014-06-20,72,53,5,1,0
3,2014-06-20,91,72,5,1,0
4,2014-06-20,91,75,5,1,0
5,2014-06-20,M,M,5,1,0
6,2014-06-20,92,70,5,1,0
7,2014-06-20,89,70,5,1,0
8,2014-06-20,91,74,5,1,0
9,2014-06-20,84,67,5,1,0
10,2014-06-20,96,77,5,1,0
11,2014-06-20,93,70,5,1,0
12,2014-06-20,90,70,5,1,0
13,2014-06-20,85,51,5,1,0
14,2014-06-20,90,69,5,1,0
15,2014-06-20,73,44,5,1,0
16,2014-06-20,75,50,5,1,0
17,2014-06-20,93,72,5,1,0
18,2014-06-20,93,77,5,1,0
19,2014-06-20,76,54,5,1,0
20,2014-06-20,93,74,5,1,0
1,2014-06-21,75,48,6,0,1
2,2014-06-21,71,49,6,0,1
3,2014-06-21,93,73,6,0,1
4,2014-06-21,92,75,6,0,1
5,2014-06-21,M,M,6,0,1
6,2014-06-21,92,73,6,0,1
7,2014-06-21,89,72,6,0,1
8,2014-06-21,92,73,6,0,1
9,2014-06-21,84,65,6,0,1
10,2014-06-21,98,75,6,0,1
11,2014-06-21,95,69,6,0,1
12,2014-06-21,95,70,6,0,1
13,2014-06-21,86,55,6,0,1
14,2014-06-21,89,70,6,0,1
15,2014-06-21,74,42,6,0,1
16,2014-06-21,75,47,6,0,1
17,2014-06-21,94,71,6,0,1
18,2014-06-21,89,79,6,0,1
19,2014-06-21,70,54,6,0,1
20,2014-06-21,88,77,6,0,1
1,2014-06-22,76,49,7,0,1
2,2014-06-22,73,53,7,0,1
3,2014-06-22,92,74,7,0,1
4,2014-06-22,90,76,7,0,1
5,2014-06-22,M,M,7,0,1
6,2014-06-22,91,75,7,0,1
7,2014-06-22,86,73,7,0,1
8,2014-06-22,91,77,7,0,1
9,2014-06-22,77,64,7,0,1
10,2014-06-22,95,74,7,0,1
11,2014-06-22,94,70,7,0,1
12,2014-06-22,94,72,7,0,1
13,2014-06-22,77,53,7,0,1
14,2014-06-22,85,71,7,0,1
15,2014-06-22,79,41,7,0,1
16,2014-06-22,74,47,7,0,1
17,2014-06-22,93,70,7,0,1
18,2014-06-22,81,71,7,0,1
19,2014-06-22,68,54,7,0,1
20,2014-06-22,81,71,7,0,1
1,2014-06-23,80,52,1,1,0
2,2014-06-23,78,56,1,1,0
3,2014-06-23,83,67,1,1,0
4,2014-06-23,88,68,1,1,0
5,2014-06-23,M,M,1,1,0
6,2014-06-23,89,71,1,1,0
7,2014-06-23,84,65,1,1,0
8,2014-06-23,92,74,1,1,0
9,2014-06-23,82,63,1,1,0
10,2014-06-23,92,73,1,1,0
11,2014-06-23,88,70,1,1,0
12,2014-06-23,90,71,1,1,0
13,2014-06-23,80,47,1,1,0
14,2014-06-23,85,66,1,1,0
15,2014-06-23,81,46,1,1,0
16,2014-06-23,74,50,1,1,0
17,2014-06-23,83,68,1,1,0
18,2014-06-23,88,69,1,1,0
19,2014-06-23,74,55,1,1,0
20,2014-06-23,89,69,1,1,0
1,2014-06-24,85,59,2,1,0
2,2014-06-24,80,57,2,1,0
3,2014-06-24,89,66,2,1,0
4,2014-06-24,93,74,2,1,0
5,2014-06-24,M,M,2,1,0
6,2014-06-24,93,71,2,1,0
7,2014-06-24,86,67,2,1,0
8,2014-06-24,90,74,2,1,0
9,2014-06-24,83,64,2,1,0
10,2014-06-24,93,75,2,1,0
11,2014-06-24,90,70,2,1,0
12,2014-06-24,90,70,2,1,0
13,2014-06-24,79,55,2,1,0
14,2014-06-24,87,66,2,1,0
15,2014-06-24,83,58,2,1,0
16,2014-06-24,84,58,2,1,0
17,2014-06-24,90,64,2,1,0
18,2014-06-24,92,71,2,1,0
19,2014-06-24,80,56,2,1,0
20,2014-06-24,91,70,2,1,0
1,2014-06-25,90,65,3,1,0
2,2014-06-25,83,61,3,1,0
3,2014-06-25,90,69,3,1,0
4,2014-06-25,89,71,3,1,0
5,2014-06-25,M,M,3,1,0
6,2014-06-25,89,70,3,1,0
7,2014-06-25,88,65,3,1,0
8,2014-06-25,88,72,3,1,0
9,2014-06-25,71,56,3,1,0
10,2014-06-25,95,76,3,1,0
11,2014-06-25,93,72,3,1,0
12,2014-06-25,93,73,3,1,0
13,2014-06-25,86,53,3,1,0
14,2014-06-25,89,66,3,1,0
15,2014-06-25,88,64,3,1,0
16,2014-06-25,88,66,3,1,0
17,2014-06-25,92,69,3,1,0
18,2014-06-25,86,71,3,1,0
19,2014-06-25,61,54,3,1,0
20,2014-06-25,85,70,3,1,0
1,2014-06-26,77,57,4,1,0
2,2014-06-26,80,61,4,1,0
3,2014-06-26,87,70,4,1,0
4,2014-06-26,88,71,4,1,0
5,2014-06-26,M,M,4,1,0
6,2014-06-26,87,70,4,1,0
7,2014-06-26,85,72,4,1,0
8,2014-06-26,88,71,4,1,0
9,2014-06-26,80,58,4,1,0
10,2014-06-26,95,77,4,1,0
11,2014-06-26,94,72,4,1,0
12,2014-06-26,95,76,4,1,0
13,2014-06-26,91,55,4,1,0
14,2014-06-26,85,71,4,1,0
15,2014-06-26,75,58,4,1,0
16,2014-06-26,76,55,4,1,0
17,2014-06-26,88,70,4,1,0
18,2014-06-26,90,72,4,1,0
19,2014-06-26,68,53,4,1,0
20,2014-06-26,89,71,4,1,0
1,2014-06-27,79,53,5,1,0
2,2014-06-27,76,58,5,1,0
3,2014-06-27,85,74,5,1,0
4,2014-06-27,91,75,5,1,0
5,2014-06-27,M,M,5,1,0
6,2014-06-27,91,73,5,1,0
7,2014-06-27,87,73,5,1,0
8,2014-06-27,92,73,5,1,0
9,2014-06-27,80,70,5,1,0
10,2014-06-27,98,79,5,1,0
11,2014-06-27,94,74,5,1,0
12,2014-06-27,95,78,5,1,0
13,2014-06-27,80,56,5,1,0
14,2014-06-27,87,73,5,1,0
15,2014-06-27,82,54,5,1,0
16,2014-06-27,76,53,5,1,0
17,2014-06-27,87,75,5,1,0
18,2014-06-27,92,74,5,1,0
19,2014-06-27,75,53,5,1,0
20,2014-06-27,90,74,5,1,0
1,2014-06-28,85,53,6,0,1
2,2014-06-28,82,60,6,0,1
3,2014-06-28,85,68,6,0,1
4,2014-06-28,93,78,6,0,1
5,2014-06-28,M,M,6,0,1
6,2014-06-28,94,78,6,0,1
7,2014-06-28,86,69,6,0,1
8,2014-06-28,95,79,6,0,1
9,2014-06-28,84,68,6,0,1
10,2014-06-28,98,78,6,0,1
11,2014-06-28,95,73,6,0,1
12,2014-06-28,96,78,6,0,1
13,2014-06-28,82,53,6,0,1
14,2014-06-28,86,68,6,0,1
15,2014-06-28,85,49,6,0,1
16,2014-06-28,81,50,6,0,1
17,2014-06-28,85,68,6,0,1
18,2014-06-28,90,77,6,0,1
19,2014-06-28,82,64,6,0,1
20,2014-06-28,91,77,6,0,1
1,2014-06-29,87,57,7,0,1
2,2014-06-29,81,62,7,0,1
3,2014-06-29,91,74,7,0,1
4,2014-06-29,95,77,7,0,1
5,2014-06-29,M,M,7,0,1
6,2014-06-29,96,76,7,0,1
7,2014-06-29,91,75,7,0,1
8,2014-06-29,96,78,7,0,1
9,2014-06-29,83,64,7,0,1
10,2014-06-29,94,78,7,0,1
11,2014-06-29,92,72,7,0,1
12,2014-06-29,90,75,7,0,1
13,2014-06-29,93,51,7,0,1
14,2014-06-29,91,75,7,0,1
15,2014-06-29,85,52,7,0,1
16,2014-06-29,82,55,7,0,1
17,2014-06-29,93,77,7,0,1
18,2014-06-29,94,80,7,0,1
19,2014-06-29,84,69,7,0,1
20,2014-06-29,93,80,7,0,1
1,2014-06-30,90,63,1,1,0
2,2014-06-30,84,60,1,1,0
3,2014-06-30,94,78,1,1,0
4,2014-06-30,96,77,1,1,0
5,2014-06-30,M,M,1,1,0
6,2014-06-30,95,77,1,1,0
7,2014-06-30,92,77,1,1,0
8,2014-06-30,94,79,1,1,0
9,2014-06-30,80,65,1,1,0
10,2014-06-30,93,80,1,1,0
11,2014-06-30,91,72,1,1,0
12,2014-06-30,88,75,1,1,0
13,2014-06-30,91,55,1,1,0
14,2014-06-30,92,77,1,1,0
15,2014-06-30,89,62,1,1,0
16,2014-06-30,87,63,1,1,0
17,2014-06-30,95,76,1,1,0
18,2014-06-30,95,77,1,1,0
19,2014-06-30,87,67,1,1,0
20,2014-06-30,94,77,1,1,0
1,2014-07-01,90,68,2,1,0
2,2014-07-01,85,65,2,1,0
3,2014-07-01,90,72,2,1,0
4,2014-07-01,96,75,2,1,0
5,2014-07-01,M,M,2,1,0
6,2014-07-01,96,72,2,1,0
7,2014-07-01,86,72,2,1,0
8,2014-07-01,96,77,2,1,0
9,2014-07-01,75,57,2,1,0
10,2014-07-01,94,79,2,1,0
11,2014-07-01,91,72,2,1,0
12,2014-07-01,89,73,2,1,0
13,2014-07-01,74,58,2,1,0
14,2014-07-01,87,71,2,1,0
15,2014-07-01,90,65,2,1,0
16,2014-07-01,88,68,2,1,0
17,2014-07-01,92,72,2,1,0
18,2014-07-01,94,76,2,1,0
19,2014-07-01,80,66,2,1,0
20,2014-07-01,92,74,2,1,0
1,2014-07-02,93,72,3,1,0
2,2014-07-02,88,68,3,1,0
3,2014-07-02,83,66,3,1,0
4,2014-07-02,97,73,3,1,0
5,2014-07-02,M,M,3,1,0
6,2014-07-02,97,69,3,1,0
7,2014-07-02,85,69,3,1,0
8,2014-07-02,95,73,3,1,0
9,2014-07-02,74,55,3,1,0
10,2014-07-02,92,82,3,1,0
11,2014-07-02,89,73,3,1,0
12,2014-07-02,89,75,3,1,0
13,2014-07-02,78,57,3,1,0
14,2014-07-02,86,69,3,1,0
15,2014-07-02,92,67,3,1,0
16,2014-07-02,90,73,3,1,0
17,2014-07-02,85,64,3,1,0
18,2014-07-02,94,78,3,1,0
19,2014-07-02,66,53,3,1,0
20,2014-07-02,94,77,3,1,0
1,2014-07-03,92,69,4,1,0
2,2014-07-03,87,66,4,1,0
3,2014-07-03,83,57,4,1,0
4,2014-07-03,96,72,4,1,0
5,2014-07-03,M,M,4,1,0
6,2014-07-03,95,69,4,1,0
7,2014-07-03,85,63,4,1,0
8,2014-07-03,96,73,4,1,0
9,2014-07-03,77,55,4,1,0
10,2014-07-03,99,75,4,1,0
11,2014-07-03,96,71,4,1,0
12,2014-07-03,97,75,4,1,0
13,2014-07-03,90,54,4,1,0
14,2014-07-03,85,64,4,1,0
15,2014-07-03,84,66,4,1,0
16,2014-07-03,88,69,4,1,0
17,2014-07-03,86,61,4,1,0
18,2014-07-03,88,70,4,1,0
19,2014-07-03,73,57,4,1,0
20,2014-07-03,89,73,4,1,0
1,2014-07-04,76,64,5,1,0
2,2014-07-04,71,59,5,1,0
3,2014-07-04,89,62,5,1,0
4,2014-07-04,93,71,5,1,0
5,2014-07-04,M,M,5,1,0
6,2014-07-04,92,69,5,1,0
7,2014-07-04,90,68,5,1,0
8,2014-07-04,90,72,5,1,0
9,2014-07-04,77,56,5,1,0
10,2014-07-04,93,75,5,1,0
11,2014-07-04,91,70,5,1,0
12,2014-07-04,91,75,5,1,0
13,2014-07-04,89,64,5,1,0
14,2014-07-04,89,64,5,1,0
15,2014-07-04,70,59,5,1,0
16,2014-07-04,75,63,5,1,0
17,2014-07-04,91,62,5,1,0
18,2014-07-04,93,75,5,1,0
19,2014-07-04,72,56,5,1,0
20,2014-07-04,93,73,5,1,0
1,2014-07-05,79,57,6,0,1
2,2014-07-05,75,57,6,0,1
3,2014-07-05,91,72,6,0,1
4,2014-07-05,94,69,6,0,1
5,2014-07-05,M,M,6,0,1
6,2014-07-05,92,67,6,0,1
7,2014-07-05,92,73,6,0,1
8,2014-07-05,92,71,6,0,1
9,2014-07-05,83,64,6,0,1
10,2014-07-05,90,76,6,0,1
11,2014-07-05,90,73,6,0,1
12,2014-07-05,89,74,6,0,1
13,2014-07-05,91,62,6,0,1
14,2014-07-05,92,71,6,0,1
15,2014-07-05,80,56,6,0,1
16,2014-07-05,79,58,6,0,1
17,2014-07-05,93,72,6,0,1
18,2014-07-05,92,74,6,0,1
19,2014-07-05,78,56,6,0,1
20,2014-07-05,94,74,6,0,1
1,2014-07-06,84,63,7,0,1
2,2014-07-06,80,58,7,0,1
3,2014-07-06,97,74,7,0,1
4,2014-07-06,95,72,7,0,1
5,2014-07-06,M,M,7,0,1
6,2014-07-06,93,68,7,0,1
7,2014-07-06,96,75,7,0,1
8,2014-07-06,93,73,7,0,1
9,2014-07-06,88,68,7,0,1
10,2014-07-06,94,73,7,0,1
11,2014-07-06,88,70,7,0,1
